id,fl_matriz,de_natureza_juridica,sg_uf,natureza_juridica_macro,de_ramo,setor,idade_empresa_anos,idade_emp_cat,fl_me,fl_sa,fl_epp,fl_mei,fl_ltda,dt_situacao,fl_st_especial,fl_email,fl_telefone,fl_rm,nm_divisao,nm_segmento,fl_spa,fl_antt,fl_veiculo,fl_optante_simples,vl_total_veiculos_pesados_grupo,vl_total_veiculos_leves_grupo,fl_optante_simei,sg_uf_matriz,de_saude_tributaria,de_saude_rescencia,nu_meses_rescencia,de_nivel_atividade,fl_simples_irregular,empsetorcensitariofaixarendapopulacao,nm_meso_regiao,nm_micro_regiao,fl_passivel_iss,qt_socios,qt_socios_pf,qt_socios_pj,idade_media_socios,idade_maxima_socios,idade_minima_socios,qt_socios_st_regular,de_faixa_faturamento_estimado,de_faixa_faturamento_estimado_grupo,vl_faturamento_estimado_aux,vl_faturamento_estimado_grupo_aux,qt_filiais
c60431fbca90067f105570e1e8a684bcd7048205bbf6c40d71c3d558626f2344,True,MUNICIPIO,RN,OUTROS,"ADMINISTRACAO PUBLICA, DEFESA E SEGURIDADE SOCIAL",SERVIÇO,43.865753424657534,> 20,False,False,False,False,False,2005-06-11,False,False,False,NAO,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,False,False,True,False,0.0,0.0,False,RN,AZUL,ACIMA DE 1 ANO,23.0,ALTA,False,,AGRESTE POTIGUAR,BAIXA VERDE,True,,,,,,,,"DE R$ 30.000.000,01 A R$ 100.000.000,00","DE R$ 30.000.000,01 A R$ 100.000.000,00",38585484.0,38585484.0,1
816368a4e0c49dd285b6b1e1da91a96404e2c31367c3b9acd1000d981da03175,True,SOCIEDADE EMPRESARIA LIMITADA,RN,ENTIDADES EMPRESARIAIS,PRODUTOS DE AGROPECUARIA,AGROPECUARIA,30.58082191780822,> 20,False,False,False,False,False,2005-11-03,False,False,False,NAO,AGRICULTURA PECUARIA E SERVICOS RELACIONADOS,AGRICULTURA PECUARIA PRODUCAO FLORESTAL PESCA E AQUICULTURA,False,False,True,False,0.0,6.0,False,RN,AZUL,ACIMA DE 1 ANO,23.0,ALTA,False,707.2,OESTE POTIGUAR,MOSSORO,False,2.0,2.0,0.0,67.0,70.0,64.0,2.0,"DE R$ 10.000.000,01 A R$ 30.000.000,00","DE R$ 10.000.000,01 A R$ 30.000.000,00",10148652.0,12258652.0,1
c6075c40397ac50c4f8805c8dff04e545a7a11c7cbb510034528d01b9c31deb7,True,SOCIEDADE EMPRESARIA LIMITADA,PI,ENTIDADES EMPRESARIAIS,SERVICOS ADMINISTRATIVOS,SERVIÇO,11.805479452054794,10 a 15,False,False,False,False,False,2007-01-10,False,False,False,SIM,ATIVIDADES DE VIGILANCIA SEGURANCA E INVESTIGACAO,ATIVIDADES ADMINISTRATIVAS E SERVICOS COMPLEMENTARES,False,False,True,False,2.0,5.0,False,PI,LARANJA,ACIMA DE 1 ANO,23.0,MEDIA,False,2000.48,CENTRO NORTE PIAUIENSE,TERESINA,True,2.0,2.0,0.0,47.5,50.0,45.0,2.0,"DE R$ 10.000.000,01 A R$ 30.000.000,00","DE R$ 10.000.000,01 A R$ 30.000.000,00",21327624.0,21327624.0,0
62d4fde5558bd5849be086862cf289cc1a95b04d299b0f365c6c940f5e8feded,True,SOCIEDADE EMPRESARIA LIMITADA,RN,ENTIDADES EMPRESARIAIS,INDUSTRIA DA CONSTRUCAO,CONSTRUÇÃO CIVIL,27.517808219178075,> 20,False,False,False,False,False,2005-11-03,False,False,False,SIM,OBRAS DE INFRA ESTRUTURA,CONSTRUCAO,False,False,True,False,1.0,4.0,False,RN,VERDE,ACIMA DE 1 ANO,23.0,ALTA,False,2526.46,LESTE POTIGUAR,NATAL,True,2.0,2.0,0.0,64.0,65.0,63.0,2.0,"DE R$ 10.000.000,01 A R$ 30.000.000,00","DE R$ 10.000.000,01 A R$ 30.000.000,00",29261088.0,29261088.0,0
a3d925e824b630c10d7bc6d3f5104656d0e43db7665209c77523cd59d68ac53f,True,EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA,AC,OUTROS,"SERVICOS PROFISSIONAIS, TECNICOS E CIENTIFICOS",SERVIÇO,17.36986301369863,15 a 20,False,False,False,False,False,2005-11-03,False,False,True,NAO,SERVICOS DE ARQUITETURA E ENGENHARIA TESTES E ANALISES TECNICAS,ATIVIDADES PROFISSIONAIS CIENTIFICAS E TECNICAS,False,False,True,False,0.0,7.0,False,AC,LARANJA,ACIMA DE 1 ANO,23.0,ALTA,False,1593.86,VALE DO ACRE,RIO BRANCO,True,1.0,1.0,0.0,44.0,44.0,44.0,1.0,"DE R$ 10.000.000,01 A R$ 30.000.000,00","DE R$ 10.000.000,01 A R$ 30.000.000,00",19524564.0,19734564.0,1
50be58ebc786370d5f127dd8a753238a9910c7b20200053d660d97f0aecb9087,True,ASSOCIACAO PRIVADA,AM,ENTIDADES SEM FINS LUCRATIVOS,SERVICOS DE EDUCACAO,SERVIÇO,52.13698630136986,> 20,False,False,False,False,False,2005-08-27,False,False,False,SIM,EDUCACAO,EDUCACAO,False,False,True,False,1.0,1.0,False,AM,VERDE,ACIMA DE 1 ANO,24.0,ALTA,False,1359.12,CENTRO AMAZONENSE,MANAUS,True,1.0,1.0,0.0,56.0,56.0,56.0,1.0,"DE R$ 10.000.000,01 A R$ 30.000.000,00","DE R$ 10.000.000,01 A R$ 30.000.000,00",16021476.0,17546350.0,1
2206453fbc92af65e47ce6ee2be27fa90ac427845ea0a539a1ab78df1388e7d2,True,SOCIEDADE EMPRESARIA LIMITADA,RO,ENTIDADES EMPRESARIAIS,SERVICOS ADMINISTRATIVOS,SERVIÇO,11.035616438356163,10 a 15,False,False,False,False,False,2007-10-18,False,True,True,NAO,SERVICOS PARA EDIFICIOS E ATIVIDADES PAISAGISTICAS,ATIVIDADES ADMINISTRATIVAS E SERVICOS COMPLEMENTARES,False,False,True,False,0.0,3.0,False,RO,VERDE,ACIMA DE 1 ANO,23.0,ALTA,False,2346.09,,,True,2.0,2.0,0.0,49.0,64.0,34.0,2.0,"DE R$ 10.000.000,01 A R$ 30.000.000,00","DE R$ 10.000.000,01 A R$ 30.000.000,00",22357944.0,22357944.0,0
917bbe7ccaa4b9d9f9053811a8e872bdca3af40665a3410f901b7f2f772be2a3,True,SOCIEDADE EMPRESARIA LIMITADA,RO,ENTIDADES EMPRESARIAIS,COMERCIO VAREJISTA,COMERCIO,32.671232876712324,> 20,False,False,False,False,False,2003-12-12,False,True,True,NAO,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,True,False,0.0,0.0,False,RO,VERDE,ACIMA DE 1 ANO,24.0,ALTA,False,1251.99,,,False,2.0,2.0,0.0,60.0,61.0,59.0,2.0,"DE R$ 10.000.000,01 A R$ 30.000.000,00","DE R$ 10.000.000,01 A R$ 30.000.000,00",10014710.0,10014710.0,0
7593f07d0dc19ea6aed3ec70c77dd0aaa9a6775aecfde134c343542fabbe37b0,True,SOCIEDADE EMPRESARIA LIMITADA,RN,ENTIDADES EMPRESARIAIS,INDUSTRIA DA CONSTRUCAO,CONSTRUÇÃO CIVIL,13.441095890410958,10 a 15,False,False,False,False,False,2005-05-23,False,True,True,NAO,OBRAS DE INFRA ESTRUTURA,CONSTRUCAO,False,True,True,False,38.0,19.0,False,RN,VERDE,ACIMA DE 1 ANO,23.0,ALTA,False,,CENTRAL POTIGUAR,SERIDO ORIENTAL,True,2.0,2.0,0.0,39.0,39.0,39.0,1.0,"DE R$ 10.000.000,01 A R$ 30.000.000,00","DE R$ 10.000.000,01 A R$ 30.000.000,00",12157776.0,15825715.0,1
4b03e2427c4d2782f21a03f4336f613709f6c0b51f6b75848397ad68fb9feaf4,True,MUNICIPIO,RN,OUTROS,"ADMINISTRACAO PUBLICA, DEFESA E SEGURIDADE SOCIAL",SERVIÇO,43.846575342465755,> 20,False,False,False,False,False,2005-07-30,False,False,False,NAO,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,False,False,True,False,19.0,30.0,False,RN,AZUL,ACIMA DE 1 ANO,23.0,ALTA,False,1077.32,OESTE POTIGUAR,VALE DO ACU,True,,,,,,,,"DE R$ 100.000.000,01 A R$ 300.000.000,00","DE R$ 100.000.000,01 A R$ 300.000.000,00",240425170.0,240425170.0,0
a21da0190e36c0235522c1be3c768adc47708c103cdcad6c6ffd8929ce2a2e7a,True,EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA,RO,OUTROS,INDUSTRIA DA CONSTRUCAO,CONSTRUÇÃO CIVIL,14.643835616438356,10 a 15,False,False,False,False,False,2004-10-23,False,False,True,NAO,CONSTRUCAO DE EDIFICIOS,CONSTRUCAO,False,True,True,False,0.0,2.0,False,RO,VERDE,ACIMA DE 1 ANO,23.0,ALTA,False,1747.95,,,True,1.0,1.0,0.0,43.0,43.0,43.0,1.0,"DE R$ 10.000.000,01 A R$ 30.000.000,00","DE R$ 10.000.000,01 A R$ 30.000.000,00",17463924.0,17463924.0,0
98bb9b4cbb61c987c7cc2ca4ccc77ae9e74e2419cb6059afa588614ceb72e82c,True,ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL,MA,ADMINISTRACAO PUBLICA,"ADMINISTRACAO PUBLICA, DEFESA E SEGURIDADE SOCIAL",SERVIÇO,19.723287671232878,15 a 20,False,False,False,False,False,1999-02-11,False,True,True,SIM,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,False,False,True,False,69.0,371.0,False,MA,VERDE,ACIMA DE 1 ANO,23.0,ALTA,False,2179.92,NORTE MARANHENSE,AGLOMERACAO URBANA DE SAO LUIS,True,,,,,,,,ACIMA DE 1 BILHAO DE REAIS,ACIMA DE 1 BILHAO DE REAIS,1375889300.0,1416499300.0,51
257130d49f63e9f487b9a9098c5da4efc2d2e645071f18fee8317f5302f170f9,True,SOCIEDADE EMPRESARIA LIMITADA,AM,ENTIDADES EMPRESARIAIS,COMERCIO VAREJISTA,COMERCIO,16.273972602739725,15 a 20,False,False,False,False,False,2005-11-03,False,True,True,SIM,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,True,False,0.0,7.0,False,AM,AZUL,ACIMA DE 1 ANO,24.0,ALTA,False,1910.81,CENTRO AMAZONENSE,MANAUS,True,2.0,2.0,0.0,50.5,55.0,46.0,2.0,"DE R$ 10.000.000,01 A R$ 30.000.000,00","DE R$ 30.000.000,01 A R$ 100.000.000,00",27921672.0,40470970.0,10
ebb36604f14007674d3f9fadaa4d3b08f6fc2ee7a2ec3ef3cc910f32461ab8d5,True,SOCIEDADE EMPRESARIA LIMITADA,AM,ENTIDADES EMPRESARIAIS,QUIMICA-PETROQUIMICA,INDUSTRIA,24.64931506849315,> 20,False,False,False,False,False,2005-09-24,False,True,True,SIM,FABRICACAO DE PRODUTOS DE BORRACHA E DE MATERIAL PLASTICO,INDUSTRIAS DE TRANSFORMACAO,False,False,True,False,0.0,5.0,False,AM,VERDE,ACIMA DE 1 ANO,24.0,ALTA,False,1156.95,CENTRO AMAZONENSE,MANAUS,True,3.0,2.0,1.0,56.5,59.0,54.0,2.0,"DE R$ 30.000.000,01 A R$ 100.000.000,00","DE R$ 30.000.000,01 A R$ 100.000.000,00",34891788.0,36241788.0,4
d992145b4bec3f1f48d8878324e7ff803bc9b15241456fa413a407979119f79b,True,MUNICIPIO,RN,OUTROS,"ADMINISTRACAO PUBLICA, DEFESA E SEGURIDADE SOCIAL",SERVIÇO,43.865753424657534,> 20,False,False,False,False,False,2005-06-04,False,True,True,NAO,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,False,False,True,False,13.0,12.0,False,RN,VERDE,ACIMA DE 1 ANO,23.0,ALTA,False,683.47,OESTE POTIGUAR,PAU DOS FERROS,True,,,,,,,,"DE R$ 30.000.000,01 A R$ 100.000.000,00","DE R$ 30.000.000,01 A R$ 100.000.000,00",57131244.0,57131244.0,0
e3f48cd54034c370927e5339dab813eb8945eb15a7e6c0df68b3dd8fd4c534ca,True,ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL,AC,ADMINISTRACAO PUBLICA,"ADMINISTRACAO PUBLICA, DEFESA E SEGURIDADE SOCIAL",SERVIÇO,43.8,> 20,False,False,False,False,False,1998-07-28,False,True,True,NAO,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,False,False,True,False,15.0,67.0,False,AC,VERDE,ACIMA DE 1 ANO,23.0,ALTA,False,680.52,VALE DO ACRE,RIO BRANCO,True,,,,,,,,ACIMA DE 1 BILHAO DE REAIS,ACIMA DE 1 BILHAO DE REAIS,2068779500.0,2077659500.0,32
ed1fa8a04b05a7d6936088b99c5b61e631b097a2057ae630ca95832309e701f1,True,EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA,PI,OUTROS,SERVICOS DE SANEAMENTO BASICO,SERVIÇO,13.649315068493149,10 a 15,False,False,False,False,False,2005-03-08,False,True,True,NAO,COLETA TRATAMENTO E DISPOSICAO DE RESIDUOS RECUPERACAO DE MATERIAIS,AGUA ESGOTO ATIVIDADES DE GESTAO DE RESIDUOS E DESCONTAMINACAO,False,True,True,False,18.0,10.0,False,PI,VERDE,ACIMA DE 1 ANO,23.0,ALTA,False,1352.02,NORTE PIAUIENSE,LITORAL PIAUIENSE,True,1.0,1.0,0.0,,,,,"DE R$ 10.000.000,01 A R$ 30.000.000,00","DE R$ 10.000.000,01 A R$ 30.000.000,00",17360892.0,17570892.0,1
e08596116385048de7cb359a2a1c062adaf0a4ef53e880868f73bbea5ba316e4,True,SOCIEDADE ANONIMA FECHADA,RO,ENTIDADES EMPRESARIAIS,COMERCIO POR ATACADO,COMERCIO,13.545205479452054,10 a 15,False,True,False,False,False,2005-04-15,False,True,True,SIM,COMERCIO POR ATACADO EXCETO VEICULOS AUTOMOTORES E MOTOCICLETAS,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,True,False,5.0,8.0,False,RO,VERDE,ACIMA DE 1 ANO,48.0,ALTA,False,926.12,,,False,3.0,3.0,0.0,51.66666666666666,57.0,48.0,3.0,"DE R$ 30.000.000,01 A R$ 100.000.000,00","DE R$ 30.000.000,01 A R$ 100.000.000,00",47085624.0,77428540.0,5
a950d7c2a1867a1075f4424dc1ee58a09ca2ea49634f59b979190e8323cf967a,True,SOCIEDADE EMPRESARIA LIMITADA,AM,ENTIDADES EMPRESARIAIS,SERVICOS DE EDUCACAO,SERVIÇO,21.528767123287672,> 20,False,False,False,False,False,2005-11-03,False,True,False,SIM,EDUCACAO,EDUCACAO,False,False,True,True,0.0,2.0,False,AM,VERDE,ACIMA DE 1 ANO,23.0,ALTA,False,1487.54,CENTRO AMAZONENSE,MANAUS,True,2.0,2.0,0.0,31.0,31.0,31.0,1.0,"DE R$ 10.000.000,01 A R$ 30.000.000,00","DE R$ 10.000.000,01 A R$ 30.000.000,00",22100364.0,22100364.0,0
aee314ce6f8a4f5b3f16b112dd89d2f38f52dcc7826493abdf4591cd1d9fac67,True,EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA,MA,OUTROS,INDUSTRIA DA CONSTRUCAO,CONSTRUÇÃO CIVIL,17.904109589041095,15 a 20,False,False,False,False,False,2005-08-27,False,True,True,SIM,OBRAS DE INFRA ESTRUTURA,CONSTRUCAO,False,False,True,False,0.0,0.0,False,MA,VERDE,ACIMA DE 1 ANO,24.0,ALTA,False,600.43,OESTE MARANHENSE,IMPERATRIZ,True,1.0,1.0,0.0,,,,,"DE R$ 30.000.000,01 A R$ 100.000.000,00","DE R$ 30.000.000,01 A R$ 100.000.000,00",58573692.0,58573692.0,0
bd007c8eccee9b816da7f1a688cc7f38008a7a2d3915a04dbf92f31c0306a94b,True,SOCIEDADE EMPRESARIA LIMITADA,AM,ENTIDADES EMPRESARIAIS,INDUSTRIA DA CONSTRUCAO,CONSTRUÇÃO CIVIL,31.082191780821923,> 20,False,False,False,False,False,2005-11-03,False,False,True,SIM,OBRAS DE INFRA ESTRUTURA,CONSTRUCAO,False,True,True,False,72.0,19.0,False,AM,VERDE,ACIMA DE 1 ANO,23.0,ALTA,False,715.1,CENTRO AMAZONENSE,MANAUS,True,3.0,3.0,0.0,46.33333333333334,64.0,37.0,3.0,"DE R$ 100.000.000,01 A R$ 300.000.000,00","DE R$ 100.000.000,01 A R$ 300.000.000,00",138835620.0,139045620.0,6
37f27fec0a0876df06e839b8e567711d98795e0ad2bc08e760f122d34383d241,True,SOCIEDADE EMPRESARIA LIMITADA,AM,ENTIDADES EMPRESARIAIS,COMERCIO VAREJISTA,COMERCIO,18.88493150684932,15 a 20,False,False,False,False,False,2005-10-22,False,False,False,SIM,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,True,False,2.0,0.0,False,AM,VERDE,ACIMA DE 1 ANO,23.0,ALTA,False,,CENTRO AMAZONENSE,MANAUS,True,2.0,2.0,0.0,60.0,63.0,57.0,2.0,"DE R$ 30.000.000,01 A R$ 100.000.000,00","DE R$ 30.000.000,01 A R$ 100.000.000,00",82528630.0,87350530.0,2
9d6ece169806498adc97d3e421c9d783d0e045ec97045145adfde1ceaec057f5,True,ASSOCIACAO PRIVADA,RO,ENTIDADES SEM FINS LUCRATIVOS,SERVICOS DE EDUCACAO,SERVIÇO,10.504109589041096,10 a 15,False,False,False,False,False,2008-04-29,False,False,True,NAO,EDUCACAO,EDUCACAO,False,False,True,False,0.0,1.0,False,RO,VERDE,ACIMA DE 1 ANO,23.0,ALTA,False,2344.4,,,True,3.0,3.0,0.0,66.33333333333333,82.0,56.0,3.0,"DE R$ 10.000.000,01 A R$ 30.000.000,00","DE R$ 10.000.000,01 A R$ 30.000.000,00",12312324.0,12312324.0,0
